a4:08:01:cd:6d:9c,f0:86:20:04:34:72,0.0,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,0.09,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,0.15,257
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,0.44,785
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,0.53,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,0.63,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,0.72,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,0.88,905
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,0.97,401
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,1.06,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,1.15,161
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,1.25,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,1.34,1559
N/A,N/A,1.4,59
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,1.41,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,1.59,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,1.69,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,1.78,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,1.88,393
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,1.97,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,2.13,153
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,2.23,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,2.41,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,2.5,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,2.6,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,3.04,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,3.14,1559
N/A,N/A,3.29,59
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,3.29,905
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,3.39,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,3.49,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,3.58,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,3.67,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,3.76,1113
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,3.92,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,4.01,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,4.11,921
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,4.2,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,4.3,577
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,4.39,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,4.48,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,4.64,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,4.73,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,4.83,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,4.92,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,5.02,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,5.11,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,5.46,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,5.64,105
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,5.74,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,5.8,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,5.89,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,5.99,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,6.08,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,6.37,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,6.62,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,6.9,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,6.99,1559
N/A,N/A,7.05,59
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,7.06,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,7.15,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,7.53,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,7.62,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,7.69,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,7.78,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,7.87,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,8.15,1559
a4:08:01:cd:6d:9c,9c:1e:95:20:00:20,8.26,116
a4:08:01:cd:6d:9c,9c:1e:95:20:00:20,8.26,116
N/A,N/A,8.26,48
9c:1e:95:20:00:20,a4:08:01:cd:6d:9c,8.37,190
N/A,N/A,8.37,68
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,8.5,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,8.6,1559
9c:1e:95:20:00:20,a4:08:01:cd:6d:9c,8.64,183
N/A,N/A,8.65,60
N/A,N/A,8.65,68
N/A,N/A,8.65,60
N/A,N/A,8.65,68
N/A,N/A,8.66,60
N/A,N/A,8.66,68
N/A,N/A,8.66,60
N/A,N/A,8.66,68
N/A,N/A,8.66,60
N/A,N/A,8.66,68
N/A,N/A,8.66,60
N/A,N/A,8.66,68
N/A,N/A,8.66,60
N/A,N/A,8.66,68
N/A,N/A,8.66,60
N/A,N/A,8.66,68
N/A,N/A,8.66,60
N/A,N/A,8.66,68
N/A,N/A,8.66,60
N/A,N/A,8.66,68
N/A,N/A,8.66,60
N/A,N/A,8.66,68
9c:1e:95:20:00:20,a4:08:01:cd:6d:9c,8.66,183
N/A,N/A,8.66,68
a4:08:01:cd:6d:9c,9c:1e:95:20:00:20,8.67,208
a4:08:01:cd:6d:9c,9c:1e:95:20:00:20,8.67,208
a4:08:01:cd:6d:9c,9c:1e:95:20:00:20,8.67,208
a4:08:01:cd:6d:9c,9c:1e:95:20:00:20,8.67,208
a4:08:01:cd:6d:9c,9c:1e:95:20:00:20,8.67,208
a4:08:01:cd:6d:9c,9c:1e:95:20:00:20,8.68,208
N/A,N/A,8.68,68
N/A,N/A,8.94,59
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,8.94,473
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,9.03,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,9.13,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,9.18,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,9.23,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,9.27,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,9.32,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,9.36,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,9.41,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,9.46,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,9.5,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,9.55,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,9.62,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,9.67,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,9.76,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,9.85,1559
a4:08:01:cd:6d:9c,f0:86:20:04:34:72,9.9,1559
